TB2:S10703Taxa9_processed,MAMBA663,24,40,0.6,0.0,0.0023293495178222656
TB2:S10701Taxa16_processed,MAMBA663,19,29,0.6551724137931034,4.76837158203125e-07,0.0012581348419189453
TB2:S14082Taxa1_processed,MAMBA663,85,125,0.68,2.384185791015625e-07,0.006759166717529297
TB2:S10169Taxa2_processed,MAMBA663,93,99,0.9393939393939394,7.152557373046875e-07,0.004123687744140625
TB2:S13791_processed,MAMBA663,22,24,0.9166666666666666,2.384185791015625e-07,0.0010149478912353516
TB2:S750Taxa2_processed,MAMBA663,23,27,0.8518518518518519,2.384185791015625e-07,0.0011162757873535156
TB2:S1179_processed,MAMBA663,128,150,0.8533333333333334,7.152557373046875e-07,0.006951093673706055
TB2:S13557Taxa2_processed,MAMBA663,42,74,0.5675675675675675,2.384185791015625e-07,0.003273487091064453
TB2:S11183Taxa3_processed,MAMBA663,20,24,0.8333333333333334,2.384185791015625e-07,0.0010018348693847656
TB2:S13458Taxa2_processed,MAMBA663,13,25,0.52,7.152557373046875e-07,0.0011184215545654297
TB2:S14151Taxa8_processed,MAMBA663,15,29,0.5172413793103449,4.76837158203125e-07,0.0012886524200439453
TB2:S679Taxa1_processed,MAMBA663,72,90,0.8,9.5367431640625e-07,0.003499746322631836
TB2:S11894_processed,MAMBA663,92,112,0.8214285714285714,7.152557373046875e-07,0.004694223403930664
TB2:S12540Taxa3_processed,MAMBA663,2,6,0.3333333333333333,4.76837158203125e-07,0.0009024143218994141
TB2:S10218Taxa1_processed,MAMBA663,18,22,0.8181818181818182,4.76837158203125e-07,0.0009655952453613281
TB2:S10632Taxa2_processed,MAMBA663,0,14,0.0,4.76837158203125e-07,0.0010089874267578125
TB2:S1976Taxa5_processed,MAMBA663,9,17,0.5294117647058824,4.76837158203125e-07,0.0009303092956542969
TB2:S2026Taxa1_processed,MAMBA663,33,51,0.6470588235294118,0.0,0.002560853958129883
TB2:S13424Taxa4_processed,MAMBA663,44,44,1.0,4.76837158203125e-07,0.001695394515991211
TB2:S14595Taxa4_processed,MAMBA663,111,203,0.5467980295566502,2.384185791015625e-07,0.011574745178222656
TB2:S14416_processed,MAMBA663,142,344,0.4127906976744186,9.5367431640625e-07,0.02672433853149414
TB2:S14752Taxa2_processed,MAMBA663,24,36,0.6666666666666666,7.152557373046875e-07,0.0013446807861328125
TB2:S14212_processed,MAMBA663,65,71,0.9154929577464789,2.384185791015625e-07,0.0030601024627685547
TB2:S362Taxa2_processed,MAMBA663,43,47,0.9148936170212766,4.76837158203125e-07,0.0017538070678710938
TB2:S1522_processed,MAMBA663,63,75,0.84,2.384185791015625e-07,0.0032274723052978516
TB2:S9988_processed,MAMBA663,51,53,0.9622641509433962,4.76837158203125e-07,0.003282785415649414
TB2:S14096Taxa3_processed,MAMBA663,15,29,0.5172413793103449,4.76837158203125e-07,0.0011970996856689453
TB2:S1557_processed,MAMBA663,32,44,0.7272727272727273,4.76837158203125e-07,0.0016682147979736328
TB2:S1641Taxa1_processed,MAMBA663,59,69,0.855072463768116,4.76837158203125e-07,0.003650188446044922
TB2:S13715Taxa6_processed,MAMBA663,0,4,0.0,4.76837158203125e-07,0.0004622936248779297
TB2:S923_processed,MAMBA663,71,77,0.922077922077922,4.76837158203125e-07,0.002905130386352539
TB2:S1759Taxa4_processed,MAMBA663,23,49,0.46938775510204084,4.76837158203125e-07,0.0018842220306396484
TB2:S10433Taxa3_processed,MAMBA663,70,132,0.5303030303030303,7.152557373046875e-07,0.0071430206298828125
TB2:S10504Taxa1_processed,MAMBA663,16,20,0.8,4.76837158203125e-07,0.0008859634399414062
TB2:S746Taxa3_processed,MAMBA663,29,31,0.9354838709677419,4.76837158203125e-07,0.0011601448059082031
TB2:S2230_processed,MAMBA663,46,60,0.7666666666666667,2.384185791015625e-07,0.002421140670776367
TB2:S10126Taxa3_processed,MAMBA663,2,6,0.3333333333333333,4.76837158203125e-07,0.0008442401885986328
TB2:S11618Taxa5_processed,MAMBA663,19,27,0.7037037037037037,4.76837158203125e-07,0.0012907981872558594
TB2:S2184Taxa2_processed,MAMBA663,10,16,0.625,7.152557373046875e-07,0.000881195068359375
TB2:S2085Taxa1_processed,MAMBA663,4,10,0.4,4.76837158203125e-07,0.001710653305053711
TB2:S10128_processed,MAMBA663,34,40,0.85,2.384185791015625e-07,0.0019273757934570312
TB2:S11337Taxa2_processed,MAMBA663,92,106,0.8679245283018868,4.76837158203125e-07,0.004285097122192383
TB2:S15139_processed,MAMBA663,168,172,0.9767441860465116,7.152557373046875e-07,0.20522260665893555
TB2:S1055_processed,MAMBA663,2,10,0.2,4.76837158203125e-07,0.0009105205535888672
TB2:S998_processed,MAMBA663,32,46,0.6956521739130435,9.5367431640625e-07,0.0017147064208984375
TB2:S9936Taxa2_processed,MAMBA663,64,114,0.5614035087719298,7.152557373046875e-07,0.00484919548034668
TB2:S11651Taxa2_processed,MAMBA663,12,16,0.75,4.76837158203125e-07,0.0007567405700683594
TB2:S11128Taxa3_processed,MAMBA663,38,46,0.8260869565217391,4.76837158203125e-07,0.0028362274169921875
TB2:S11208_processed,MAMBA663,99,115,0.8608695652173913,7.152557373046875e-07,0.00480961799621582
TB2:S10133Taxa2_processed,MAMBA663,25,61,0.4098360655737705,4.76837158203125e-07,0.002939939498901367
TB2:S11977_processed,MAMBA663,43,49,0.8775510204081632,4.76837158203125e-07,0.0019462108612060547
TB2:S10033Taxa1_processed,MAMBA663,117,149,0.785234899328859,7.152557373046875e-07,0.009010553359985352
TB2:S13419_processed,MAMBA663,16,40,0.4,2.384185791015625e-07,0.0015010833740234375
TB2:S10703Taxa6_processed,MAMBA663,20,34,0.5882352941176471,7.152557373046875e-07,0.0013430118560791016
TB2:S1699Taxa3_processed,MAMBA663,15,15,1.0,2.384185791015625e-07,0.0006842613220214844
TB2:S1925Taxa2_processed,MAMBA663,168,204,0.8235294117647058,7.152557373046875e-07,0.011029720306396484
TB2:S15068Taxa2_processed,MAMBA663,6,6,1.0,7.152557373046875e-07,0.0008480548858642578
TB2:S1806Taxa1_processed,MAMBA663,69,79,0.8734177215189873,4.76837158203125e-07,0.0031201839447021484
TB2:S11288Taxa1_processed,MAMBA663,50,52,0.9615384615384616,7.152557373046875e-07,0.001994609832763672
TB2:S1927Taxa2_processed,MAMBA663,26,38,0.6842105263157895,4.76837158203125e-07,0.0013632774353027344
TB2:S15931Taxa7_processed,MAMBA663,58,98,0.5918367346938775,9.5367431640625e-07,0.0041124820709228516
TB2:S12500Taxa3_processed,MAMBA663,58,62,0.9354838709677419,7.152557373046875e-07,0.002767801284790039
TB2:S10096Taxa2_processed,MAMBA663,198,212,0.9339622641509434,2.384185791015625e-07,0.011732101440429688
TB2:S553Taxa3_processed,MAMBA663,61,63,0.9682539682539683,4.76837158203125e-07,0.0023262500762939453
TB2:S12233Taxa3_processed,MAMBA663,30,66,0.45454545454545453,4.76837158203125e-07,0.0023975372314453125
TB2:S10068Taxa3_processed,MAMBA663,20,44,0.45454545454545453,7.152557373046875e-07,0.0016353130340576172
TB2:S11269Taxa9_processed,MAMBA663,24,30,0.8,4.76837158203125e-07,0.002290487289428711
TB2:S10205Taxa1_processed,MAMBA663,65,73,0.8904109589041096,7.152557373046875e-07,0.003103971481323242
TB2:S1019Taxa11_processed,MAMBA663,18,28,0.6428571428571429,4.76837158203125e-07,0.0010285377502441406
TB2:S987Taxa3_processed,MAMBA663,16,24,0.6666666666666666,4.76837158203125e-07,0.0009171962738037109
TB2:S12056_processed,MAMBA663,36,38,0.9473684210526315,7.152557373046875e-07,0.0015172958374023438
TB2:S15931Taxa6_processed,MAMBA663,50,98,0.5102040816326531,4.76837158203125e-07,0.0038290023803710938
TB2:S10898_processed,MAMBA663,148,168,0.8809523809523809,4.76837158203125e-07,0.008999347686767578
TB2:S10701Taxa1_processed,MAMBA663,26,32,0.8125,7.152557373046875e-07,0.001329660415649414
TB2:S876Taxa2_processed,MAMBA663,27,29,0.9310344827586207,2.384185791015625e-07,0.0010881423950195312
TB2:S2227Taxa2_processed,MAMBA663,24,34,0.7058823529411765,7.152557373046875e-07,0.0012743473052978516
TB2:S11798_processed,MAMBA663,40,44,0.9090909090909091,4.76837158203125e-07,0.0016841888427734375
TB2:S1275Taxa1_processed,MAMBA663,12,14,0.8571428571428571,7.152557373046875e-07,0.00081634521484375
TB2:S1795Taxa3_processed,MAMBA663,101,109,0.926605504587156,7.152557373046875e-07,0.0044362545013427734
TB2:S1199Taxa2_processed,MAMBA663,6,6,1.0,7.152557373046875e-07,0.0008816719055175781
TB2:S1765Taxa1_processed,MAMBA663,34,40,0.85,4.76837158203125e-07,0.0014426708221435547
TB2:S10260Taxa1_processed,MAMBA663,27,37,0.7297297297297297,4.76837158203125e-07,0.001489400863647461
TB2:S14312Taxa4_processed,MAMBA663,129,197,0.6548223350253807,7.152557373046875e-07,0.013270378112792969
