TF101006,PROGEN2_LARGE,84,104,0.8076923076923077,2.4923055171966553,2.496628999710083
TF101008,PROGEN2_LARGE,26,40,0.65,0.7266261577606201,0.7308368682861328
TF101037,PROGEN2_LARGE,2,2,1.0,0.18426251411437988,0.18956255912780762
TF101040,PROGEN2_LARGE,104,116,0.896551724137931,1.9111642837524414,1.9159801006317139
TF101052,PROGEN2_LARGE,0,2,0.0,0.17809200286865234,0.1822056770324707
TF101054,PROGEN2_LARGE,16,22,0.7272727272727273,0.5155584812164307,0.519662618637085
TF101057,PROGEN2_LARGE,62,72,0.8611111111111112,1.1955416202545166,1.198136329650879
TF101061,PROGEN2_LARGE,176,200,0.88,4.267811298370361,4.279244899749756
TF101064,PROGEN2_LARGE,174,204,0.8529411764705882,3.444819688796997,3.456432342529297
TF101067,PROGEN2_LARGE,92,104,0.8846153846153846,1.7679176330566406,1.7719385623931885
TF101068,PROGEN2_LARGE,8,24,0.3333333333333333,0.47845959663391113,0.4806051254272461
TF101070,PROGEN2_LARGE,12,12,1.0,0.31014585494995117,0.3116140365600586
TF101075,PROGEN2_LARGE,70,88,0.7954545454545454,1.4582295417785645,1.461653709411621
TF101076,PROGEN2_LARGE,126,148,0.8513513513513513,2.484616756439209,2.4939939975738525
TF101077,PROGEN2_LARGE,24,40,0.6,0.7273318767547607,0.7312350273132324
TF101082,PROGEN2_LARGE,106,118,0.8983050847457628,2.017702102661133,2.0241856575012207
TF101083,PROGEN2_LARGE,84,92,0.9130434782608695,1.7803575992584229,1.7841520309448242
TF101084,PROGEN2_LARGE,156,194,0.8041237113402062,3.158691883087158,3.169755220413208
TF101085,PROGEN2_LARGE,36,42,0.8571428571428571,0.7591981887817383,0.7628076076507568
TF101093,PROGEN2_LARGE,128,152,0.8421052631578947,2.87361741065979,2.8810553550720215
TF101096,PROGEN2_LARGE,92,112,0.8214285714285714,1.8628075122833252,1.8681340217590332
TF101103,PROGEN2_LARGE,96,130,0.7384615384615385,2.618206024169922,2.6244726181030273
TF101105,PROGEN2_LARGE,142,170,0.8352941176470589,3.10573673248291,3.1152970790863037
TF101107,PROGEN2_LARGE,4,10,0.4,0.26839232444763184,0.2759976387023926
TF101111,PROGEN2_LARGE,0,6,0.0,0.1904597282409668,0.1917281150817871
TF101120,PROGEN2_LARGE,120,146,0.821917808219178,2.389542818069458,2.39675235748291
