dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TF323262,ESM3,4,8,0.5,0.23809099197387695,0.24128484725952148
TF323267,ESM3,12,12,1.0,0.2975289821624756,0.30064868927001953
TF323276,ESM3,8,12,0.6666666666666666,0.29725003242492676,0.2998161315917969
TF323277,ESM3,0,2,0.0,0.13703083992004395,0.1392827033996582
TF323283,ESM3,80,90,0.8888888888888888,2.4534454345703125,2.4578397274017334
TF323286,ESM3,148,166,0.891566265060241,3.082397937774658,3.091339111328125
TF323287,ESM3,158,196,0.8061224489795918,3.3219268321990967,3.3326616287231445
TF323290,ESM3,112,126,0.8888888888888888,2.1904726028442383,2.19714617729187
TF323292,ESM3,108,130,0.8307692307692308,2.359628677368164,2.3669800758361816
TF323297,ESM3,10,14,0.7142857142857143,0.3572998046875,0.36081910133361816
TF323300,ESM3,146,156,0.9358974358974359,2.81642484664917,2.8247528076171875
TF323302,ESM3,4,10,0.4,0.2862892150878906,0.2919905185699463
TF323303,ESM3,154,178,0.8651685393258427,3.1888742446899414,3.198286294937134
TF323306,ESM3,8,12,0.6666666666666666,0.3216114044189453,0.32636380195617676
TF323307,ESM3,158,208,0.7596153846153846,3.737086772918701,3.751160144805908
TF323308,ESM3,122,168,0.7261904761904762,3.009450674057007,3.018350839614868
TF323313,ESM3,72,90,0.8,1.6783838272094727,1.68436861038208
TF323314,ESM3,118,126,0.9365079365079365,2.3007404804229736,2.308098316192627
TF323315,ESM3,10,16,0.625,0.38318753242492676,0.3876073360443115
TF323318,ESM3,150,170,0.8823529411764706,3.1065163612365723,3.114936590194702
TF323321,ESM3,0,2,0.0,0.16378116607666016,0.17038416862487793
TF323340,ESM3,26,34,0.7647058823529411,0.6958024501800537,0.7004365921020508
TF323342,ESM3,168,186,0.9032258064516129,3.372817277908325,3.3832168579101562
TF323347,ESM3,72,100,0.72,1.890185832977295,1.9036002159118652
TF323348,ESM3,92,104,0.8846153846153846,1.9073097705841064,1.912505865097046
TF323350,ESM3,152,164,0.926829268292683,2.978407621383667,2.986699104309082
TF323353,ESM3,44,72,0.6111111111111112,4.56595516204834,4.569886684417725
TF323359,ESM3,114,136,0.8382352941176471,2.5073561668395996,2.5141842365264893
TF323368,ESM3,10,18,0.5555555555555556,0.43557214736938477,0.4391796588897705
TF323369,ESM3,304,344,0.8837209302325582,6.382008075714111,6.408977031707764
TF323372,ESM3,170,190,0.8947368421052632,3.435574769973755,3.4460368156433105
TF323379,ESM3,114,128,0.890625,2.36367130279541,2.3698477745056152
TF323382,ESM3,142,162,0.8765432098765432,4.569154739379883,4.5776238441467285
TF323397,ESM3,20,46,0.43478260869565216,0.9122979640960693,0.9172854423522949
TF323403,ESM3,60,66,0.9090909090909091,1.4120373725891113,1.415964126586914
TF323405,ESM3,40,48,0.8333333333333334,0.9475345611572266,0.9528601169586182
TF323412,ESM3,24,28,0.8571428571428571,2.6836750507354736,2.6859865188598633
TF323415,ESM3,30,34,0.8823529411764706,0.7235357761383057,0.7352449893951416
TF323420,ESM3,118,134,0.8805970149253731,2.476013660430908,2.4831998348236084
TF323423,ESM3,2,2,1.0,0.14262771606445312,0.14527058601379395
TF323428,ESM3,2,12,0.16666666666666666,0.3177034854888916,0.32439708709716797
TF323438,ESM3,104,122,0.8524590163934426,2.251534938812256,2.256866455078125
TF323439,ESM3,142,166,0.8554216867469879,3.025768756866455,3.0344855785369873
TF323441,ESM3,42,52,0.8076923076923077,1.0574913024902344,1.0593311786651611
TF323442,ESM3,104,124,0.8387096774193549,2.275304079055786,2.2814927101135254
TF323443,ESM3,132,142,0.9295774647887324,3.8570897579193115,3.8641936779022217
TF323445,ESM3,38,44,0.8636363636363636,1.0808289051055908,1.0849943161010742
TF323448,ESM3,24,32,0.75,0.6671814918518066,0.6717121601104736
TF323451,ESM3,120,140,0.8571428571428571,2.5583555698394775,2.5656564235687256
TF323455,ESM3,12,14,0.8571428571428571,0.39376068115234375,0.3974802494049072
TF323459,ESM3,124,140,0.8857142857142857,2.6035995483398438,2.6111650466918945
TF323469,ESM3,30,36,0.8333333333333334,0.9734370708465576,0.976909875869751
TF323482,ESM3,156,168,0.9285714285714286,3.0618019104003906,3.070626974105835
TF323483,ESM3,2,4,0.5,0.29251813888549805,0.2951059341430664
TF323487,ESM3,118,142,0.8309859154929577,2.6121010780334473,2.6190807819366455
TF323505,ESM3,22,52,0.4230769230769231,3.148899793624878,3.1527843475341797
TF323508,ESM3,94,108,0.8703703703703703,7.507956266403198,7.512401103973389
TF323514,ESM3,94,124,0.7580645161290323,2.2579352855682373,2.2635385990142822
TF323519,ESM3,136,152,0.8947368421052632,3.002784252166748,3.01004695892334
TF323520,ESM3,120,140,0.8571428571428571,2.560183048248291,2.5674045085906982
TF323528,ESM3,122,140,0.8714285714285714,2.5531280040740967,2.5600829124450684
TF323529,ESM3,34,36,0.9444444444444444,0.734713077545166,0.7379717826843262
TF323534,ESM3,76,114,0.6666666666666666,2.0649149417877197,2.0703585147857666
TF323535,ESM3,58,64,0.90625,1.212470531463623,1.216435194015503
TF323560,ESM3,10,10,1.0,0.2779991626739502,0.28032636642456055
TF323565,ESM3,120,154,0.7792207792207793,3.359724521636963,3.3681223392486572
TF323566,ESM3,86,104,0.8269230769230769,1.912534236907959,1.9185986518859863
TF323569,ESM3,94,98,0.9591836734693877,4.3553147315979,4.362072944641113
TF323571,ESM3,138,154,0.8961038961038961,2.770925521850586,2.7781460285186768
TF323572,ESM3,16,22,0.7272727272727273,0.4979057312011719,0.498978853225708
TF323574,ESM3,120,140,0.8571428571428571,2.558492422103882,2.566213846206665
TF323579,ESM3,106,130,0.8153846153846154,2.3579907417297363,2.3654420375823975
TF323591,ESM3,88,100,0.88,6.746272325515747,6.752049207687378
TF323592,ESM3,2,4,0.5,0.17790627479553223,0.18081212043762207
TF323595,ESM3,64,66,0.9696969696969697,1.260308027267456,1.2646689414978027
TF323599,ESM3,10,18,0.5555555555555556,0.4314284324645996,0.43342018127441406
TF323602,ESM3,110,136,0.8088235294117647,2.6894023418426514,2.6956491470336914
TF323609,ESM3,40,62,0.6451612903225806,1.1835007667541504,1.1889452934265137
TF323615,ESM3,150,168,0.8928571428571429,3.0634706020355225,3.0726699829101562
TF323623,ESM3,108,128,0.84375,3.1659963130950928,3.172529935836792
TF323628,ESM3,104,116,0.896551724137931,2.178518056869507,2.1846179962158203
TF323637,ESM3,118,132,0.8939393939393939,2.406609535217285,2.412777900695801
TF323644,ESM3,122,144,0.8472222222222222,2.6410975456237793,2.6483206748962402
TF323655,ESM3,132,158,0.8354430379746836,2.890669584274292,2.8986597061157227
TF323659,ESM3,20,32,0.625,0.6933057308197021,0.6972382068634033
TF323661,ESM3,54,62,0.8709677419354839,1.1986346244812012,1.2032368183135986
TF323665,ESM3,126,136,0.9264705882352942,2.5939390659332275,2.6009228229522705
TF323666,ESM3,162,168,0.9642857142857143,3.1979222297668457,3.2062289714813232
TF323669,ESM3,132,150,0.88,2.7168984413146973,2.7245709896087646
TF323682,ESM3,28,54,0.5185185185185185,1.0636200904846191,1.0672361850738525
TF323690,ESM3,10,12,0.8333333333333334,0.31742358207702637,0.3215610980987549
TF323691,ESM3,158,174,0.9080459770114943,3.1618754863739014,3.1712019443511963
TF323692,ESM3,10,18,0.5555555555555556,0.4244844913482666,0.4273197650909424
TF323694,ESM3,126,152,0.8289473684210527,5.258395671844482,5.266439199447632
TF323699,ESM3,4,8,0.5,0.2499403953552246,0.252988338470459
TF323700,ESM3,94,116,0.8103448275862069,2.038273334503174,2.045117139816284
TF323706,ESM3,138,160,0.8625,3.752934217453003,3.7609810829162598
TF323711,ESM3,4,4,1.0,0.18891143798828125,0.1932055950164795
TF323720,ESM3,108,138,0.782608695652174,3.010601758956909,3.0171518325805664
TF323722,ESM3,96,110,0.8727272727272727,2.0361111164093018,2.04547381401062
TF323730,ESM3,128,136,0.9411764705882353,2.506436824798584,2.5131678581237793
TF323731,ESM3,82,112,0.7321428571428571,2.066898822784424,2.0752816200256348
TF323742,ESM3,164,208,0.7884615384615384,3.7654101848602295,3.778935670852661
TF323743,ESM3,30,40,0.75,0.8014688491821289,0.802924633026123
TF323747,ESM3,108,138,0.782608695652174,4.61335825920105,4.6201491355896
TF323750,ESM3,80,106,0.7547169811320755,4.575911998748779,4.581559896469116
