dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TB2:S15291_processed,ESMC_300M,122,128,0.953125,1.4249541759490967,1.6636581420898438
TB2:S14096Taxa1_processed,ESMC_300M,58,70,0.8285714285714286,0.7706339359283447,0.7730565071105957
TB2:S1828Taxa3_processed,ESMC_300M,28,32,0.875,0.4257688522338867,0.4269247055053711
TB2:S2076Taxa1_processed,ESMC_300M,57,75,0.76,1.2692875862121582,1.2734415531158447
TB2:S14119Taxa1_processed,ESMC_300M,26,50,0.52,0.5634613037109375,0.5652108192443848
TB2:S862_processed,ESMC_300M,56,56,1.0,0.7268083095550537,0.7294151782989502
TB2:S1019Taxa1_processed,ESMC_300M,32,38,0.8421052631578947,0.4553852081298828,0.4567134380340576
TB2:S12835_processed,ESMC_300M,53,53,1.0,1.1617581844329834,1.1651339530944824
TB2:S13526_processed,ESMC_300M,243,255,0.9529411764705882,2.811215400695801,2.8281610012054443
TB2:S10136Taxa1_processed,ESMC_300M,88,106,0.8301886792452831,1.0467619895935059,1.0513856410980225
TB2:S15625Taxa1_processed,ESMC_300M,114,118,0.9661016949152542,1.2831859588623047,1.2884838581085205
TB2:S10254_processed,ESMC_300M,30,30,1.0,0.38515424728393555,0.3862166404724121
TB2:S15265Taxa2_processed,ESMC_300M,212,258,0.8217054263565892,2.6816699504852295,2.6977295875549316
TB2:S10268Taxa1_processed,ESMC_300M,64,74,0.8648648648648649,0.9235126972198486,0.9269781112670898
TB2:S11471Taxa2_processed,ESMC_300M,119,141,0.8439716312056738,2.152402877807617,2.1619679927825928
TB2:S15827Taxa1_processed,ESMC_300M,188,264,0.7121212121212122,2.5547268390655518,2.571091890335083
TB2:S9983Taxa3_processed,ESMC_300M,90,104,0.8653846153846154,1.175161600112915,1.1793434619903564
TB2:S10701Taxa7_processed,ESMC_300M,13,29,0.4482758620689655,0.4253959655761719,0.4266319274902344
